created_at,num_open_ai_tokens
2025-03-06 17:54:09.487538+00:00,146
2025-03-06 17:52:24.188391+00:00,56
2025-03-06 17:51:09.450061+00:00,96
2025-03-06 17:49:52.993146+00:00,64
2025-03-06 17:49:04.459371+00:00,78
2025-03-05 20:58:35.450841+00:00,107
2025-03-05 13:59:39.100759+00:00,127
2025-03-04 19:02:06.247671+00:00,89
2025-03-04 17:29:45.950618+00:00,105
2025-03-03 21:52:01.145162+00:00,113
2025-02-28 13:34:31.809155+00:00,131
2025-02-13 17:08:31.726213+00:00,142
2025-02-12 14:15:30.777766+00:00,135
2025-02-11 20:06:44.577439+00:00,139
2025-02-07 18:18:28.187447+00:00,103
2025-02-07 14:19:51.032435+00:00,114
2025-02-04 04:13:04.044644+00:00,121
2025-02-03 16:02:31.599561+00:00,140
2025-02-03 15:17:54.012314+00:00,119
2025-01-31 20:31:34.665495+00:00,104
2025-01-31 16:44:10.194256+00:00,136
2025-01-31 13:41:42.687577+00:00,106
2025-01-30 18:09:14.781447+00:00,186
2025-01-30 15:20:39.834883+00:00,152
2025-01-29 20:43:17.109769+00:00,154
2025-01-29 14:09:36.106063+00:00,138
2025-01-29 14:02:51.151545+00:00,181
2025-01-28 20:09:21.705777+00:00,129
2025-01-25 00:55:49.316890+00:00,132
2025-01-25 00:23:35.816746+00:00,149
2025-01-24 16:52:55.456421+00:00,145
2025-01-23 19:03:33.265411+00:00,112
2025-01-23 17:31:30.332107+00:00,126
2025-01-22 22:35:15.282254+00:00,124
2025-01-22 15:58:47.308912+00:00,81
2025-01-22 15:57:11.164387+00:00,75
2025-01-22 13:43:24.541836+00:00,188
2025-01-21 22:15:37.082339+00:00,145
2025-01-21 19:58:30.206908+00:00,115
2025-01-20 19:49:34.230235+00:00,147
2025-01-16 21:17:22.708602+00:00,128
2025-01-16 20:54:48.052065+00:00,115
2025-01-16 14:56:19.243963+00:00,124
2025-01-15 18:56:40.056222+00:00,91
2025-01-14 21:09:49.009601+00:00,169
2025-01-14 20:43:42.264950+00:00,148
2025-01-14 20:05:43.490529+00:00,123
2025-01-10 17:57:23.672796+00:00,113
2025-01-09 22:11:40.413316+00:00,172
2025-01-09 20:25:30.422451+00:00,161
2025-01-08 16:41:19.136523+00:00,100
2025-01-08 16:39:26.798695+00:00,119
2025-01-07 16:54:04.439601+00:00,159
2025-01-06 21:59:58.914587+00:00,98
2024-12-23 14:37:45.969517+00:00,127
2024-12-17 03:01:21.053486+00:00,108
2024-12-16 18:46:20.152688+00:00,62
2024-12-12 18:05:16.695407+00:00,149
2024-12-12 15:17:41.673837+00:00,117
2024-12-11 20:43:54.425747+00:00,125
2024-12-10 13:26:59.901090+00:00,108
2024-12-04 18:32:05.772581+00:00,229
2024-11-26 23:12:48.146576+00:00,113
2024-11-25 19:34:03.890847+00:00,122
2024-11-25 17:10:50.323754+00:00,105
2024-11-25 16:20:45.157292+00:00,122
2024-11-25 16:19:33.502106+00:00,127
2024-11-20 21:09:26.719369+00:00,124
2024-11-19 20:03:38.485203+00:00,164
2024-11-19 19:28:26.219179+00:00,118
2024-11-16 18:23:49.656206+00:00,167
2024-11-14 20:18:32.739904+00:00,125
2024-11-14 15:12:22.645866+00:00,113
2024-11-13 02:10:56.898250+00:00,125
2024-11-08 18:09:07.157710+00:00,108
2024-11-08 16:01:58.796859+00:00,116
2024-11-05 19:02:25.767704+00:00,114
2024-11-05 19:02:00.469376+00:00,143
2024-11-04 20:01:35.679646+00:00,74
2024-10-31 18:17:43.520981+00:00,123
2024-10-31 13:36:20.552893+00:00,98
2024-10-28 17:39:10.544239+00:00,124
2024-10-24 17:26:51.551770+00:00,106
2024-10-24 17:23:41.891719+00:00,115
2024-10-18 19:21:07.796534+00:00,103
2024-10-18 18:05:05.912597+00:00,97
2024-10-17 22:34:38.025771+00:00,95
2024-10-17 21:41:43.341348+00:00,106
2024-10-17 14:51:21.758266+00:00,124
2024-10-10 16:14:21.686769+00:00,117
2024-10-10 01:07:21.052857+00:00,121
2024-10-07 22:29:46.661038+00:00,111
2024-10-07 19:40:04.634163+00:00,132
2024-10-07 18:21:35.615491+00:00,102
2024-10-07 18:20:49.498351+00:00,102
2024-10-07 18:18:10.306166+00:00,106
2024-10-07 18:17:38.699294+00:00,94
2024-10-04 15:33:11.717882+00:00,90
2024-10-03 20:11:38.430769+00:00,108
2024-10-01 18:04:48.117226+00:00,99
2024-10-01 16:15:48.186864+00:00,88
2024-10-01 15:11:06.386922+00:00,106
2024-09-30 19:44:04.068245+00:00,99
2024-09-30 16:21:10.601220+00:00,92
2024-09-30 16:08:00.737515+00:00,99
2024-09-30 15:35:35.780764+00:00,98
2024-09-30 15:35:34.832847+00:00,92
2024-09-30 15:35:33.881248+00:00,110
2024-09-30 15:35:32.938442+00:00,83
2024-09-30 15:35:32.032676+00:00,84
2024-09-30 15:35:31.038832+00:00,103
2024-09-30 15:35:30.084201+00:00,112
2024-09-30 15:35:29.137914+00:00,100
2024-09-30 15:34:20.280060+00:00,103
2024-09-30 15:34:19.873668+00:00,94
2024-09-30 15:34:19.276990+00:00,107
2024-09-30 15:34:19.077682+00:00,102
2024-09-30 15:34:18.885553+00:00,99
2024-09-30 15:34:18.477359+00:00,93
2024-09-30 15:34:18.275043+00:00,93
2024-09-30 15:34:18.072237+00:00,94
2024-09-30 15:34:17.869870+00:00,107
2024-09-30 15:34:17.683191+00:00,100
2024-09-30 15:34:17.470006+00:00,90
2024-09-30 15:34:17.275332+00:00,99
2024-09-30 15:34:16.676230+00:00,109
2024-09-30 15:34:16.484271+00:00,112
2024-09-30 15:34:16.078612+00:00,100
2024-09-30 15:34:15.677027+00:00,102
2024-09-30 15:34:00.371272+00:00,105
2024-09-30 15:34:00.339455+00:00,121
2024-09-30 15:33:53.524929+00:00,83
2024-09-30 15:33:53.505714+00:00,92
2024-09-30 15:33:52.913148+00:00,117
2024-09-30 15:33:52.712068+00:00,105
2024-09-30 15:33:52.525631+00:00,112
2024-09-30 15:33:52.317713+00:00,93
2024-09-30 15:33:52.115099+00:00,99
2024-09-30 15:33:51.709102+00:00,113
2024-09-30 15:33:51.508942+00:00,102
2024-09-30 15:33:51.112236+00:00,90
2024-09-30 15:33:50.527051+00:00,115
2024-09-30 15:33:49.514982+00:00,118
2024-09-30 15:33:48.516098+00:00,85
2024-09-30 15:33:47.519065+00:00,116
2024-09-30 15:33:46.520556+00:00,96
2024-09-30 15:33:45.531852+00:00,107
2024-09-30 15:33:44.527161+00:00,96
2024-09-30 15:33:42.513990+00:00,88
2024-09-30 15:33:41.524743+00:00,105
2024-09-30 15:33:36.510938+00:00,97
2024-09-30 15:33:35.513562+00:00,119
2024-09-30 15:33:34.511583+00:00,100
2024-09-30 15:33:33.520333+00:00,135
2024-09-30 15:33:32.515741+00:00,94
2024-09-30 15:33:31.509327+00:00,124
2024-09-30 15:33:30.518124+00:00,96
2024-09-30 15:33:29.513493+00:00,108
2024-09-30 15:33:28.515611+00:00,91
2024-09-30 15:33:27.514822+00:00,101
2024-09-30 15:33:24.500607+00:00,109
2024-09-30 15:33:23.510158+00:00,100
2024-09-30 15:33:22.499777+00:00,96
2024-09-30 15:33:20.501986+00:00,118
2024-09-30 15:33:19.512434+00:00,80
2024-09-30 15:33:18.695400+00:00,101
2024-09-30 15:33:17.504766+00:00,108
2024-09-30 15:33:16.508861+00:00,93
2024-09-30 15:33:15.522647+00:00,123
2024-09-30 15:33:14.536847+00:00,79
2024-09-30 15:33:12.754209+00:00,95
2024-09-30 15:33:11.517449+00:00,100
2024-09-30 15:33:10.513054+00:00,100
2024-09-30 15:33:09.501986+00:00,112
2024-09-27 18:05:05.223948+00:00,74
